default,revolving_utilization,age,times_30_59_days_late,debt_ratio,monthly_income,num_open_credit_lines,times_90_plus_days_late,num_real_estate_loans,times_60_89_days_late,num_dependents
0,0.5509,51,0,0.0695,1229,9,0,0,0,1
0,0.2505,48,0,0.1517,3588,3,0,0,0,1
0,0.1955,48,0,0.5896,5051,7,0,1,0,0
0,0.3352,49,0,0.019,2480,7,0,1,0,0
0,0.2416,36,1,0.074,3409,9,0,2,0,1
0,0.4503,47,0,0.6709,1593,10,0,3,0,4
0,0.3798,48,0,0.0389,5227,8,1,1,0,0
0,0.1317,36,0,0.298,11436,9,0,0,0,1
0,0.0998,67,0,0.0721,2043,5,0,1,0,1
0,0.5282,50,0,0.2793,2986,4,0,1,0,1
0,0.2511,30,0,0.1449,7346,11,0,4,0,3
0,0.3778,52,1,0.0322,12960,6,0,0,0,2
0,0.3469,33,2,0.262,1488,7,1,5,2,3
0,0.1811,54,0,0.3447,4293,5,0,0,0,0
0,0.2313,58,0,0.3421,6164,6,1,1,1,0
0,0.4001,35,0,0.304,4529,10,0,1,0,0
0,0.1766,56,0,0.2081,1000,2,0,2,0,3
1,0.3255,49,0,0.2199,7338,7,0,0,0,3
0,0.0211,54,0,0.3029,16571,14,0,1,0,0
0,0.4066,67,0,0.3516,5395,3,0,0,0,2
0,0.2814,42,0,0.3192,2154,11,0,1,0,1
0,0.4645,35,0,0.2653,3260,5,0,4,0,0
0,0.0841,34,0,0.0508,20250,8,0,1,0,1
0,0.2882,35,0,0.071,10177,5,0,0,0,1
0,0.4942,44,0,0.0904,8201,10,0,0,0,2
1,0.238,49,0,0.7565,6536,10,0,3,0,1
0,0.5411,48,0,0.4274,2896,12,1,2,0,0
0,0.6381,54,0,0.2415,4186,6,1,1,1,0
1,0.3643,45,0,0.0871,4617,7,0,0,0,0
1,0.1669,62,0,0.0353,7628,11,1,1,0,4
0,0.284,41,0,0.6871,16434,4,0,1,0,2
0,0.5408,77,0,0.6695,12024,9,0,1,0,1
0,0.3152,52,1,0.0352,1578,12,1,0,1,1
0,0.3968,34,0,0.4787,5879,11,0,1,0,1
0,0.4448,32,0,0.1775,8860,10,0,1,1,2
0,0.2313,50,0,0.1175,8063,5,0,1,0,0
0,0.2345,42,0,0.4031,2970,5,0,2,0,0
0,0.3556,53,0,0.2858,50578,9,0,1,0,0
0,0.3164,50,0,0.4543,1769,11,0,2,0,2
0,0.4967,44,0,0.0232,2066,10,0,1,0,0
0,0.3785,34,1,0.1151,5924,10,0,1,0,2
0,0.526,26,0,0.1154,26727,11,0,2,0,2
0,0.2348,39,0,0.12,2517,6,0,0,0,1
0,0.2354,55,1,0.2094,3973,7,0,1,1,1
0,0.448,47,0,0.0998,11635,9,0,1,0,5
0,0.2874,30,0,0.1763,4845,3,0,0,1,1
0,0.0726,47,1,0.1376,3760,10,1,1,1,2
0,0.2053,49,0,0.3987,7727,3,0,0,0,4
0,0.3337,34,0,0.2775,6112,8,0,0,0,0
0,0.2763,46,0,0.3181,11207,5,0,0,0,5
0,0.1144,45,0,0.0709,13810,13,0,1,0,3
0,0.3928,31,0,0.1181,6282,15,0,2,0,1
0,0.244,49,0,0.0064,6206,7,0,1,0,0
0,0.3382,51,0,0.0344,5833,5,0,0,0,2
0,0.5399,57,0,0.0924,7268,10,0,1,0,2
0,0.0893,57,0,0.0203,5136,7,0,0,0,0
1,0.1441,28,1,0.2769,4912,6,0,2,0,0
0,0.4148,33,1,1.8846,12801,6,0,0,0,2
1,0.2537,51,3,0.0319,16529,6,2,1,2,1
0,0.0267,51,0,0.5165,1471,11,0,2,0,2
0,0.2246,51,0,0.0379,4954,9,0,0,0,2
0,0.1915,80,2,0.3325,2832,14,0,1,0,0
0,0.0247,51,0,0.3091,3832,14,0,1,0,2
0,0.2422,58,0,0.699,6781,9,0,1,0,1
0,0.084,56,2,0.0363,8396,4,0,2,1,1
0,0.6698,52,0,0.1137,4493,10,0,2,0,1
0,0.4008,41,0,0.0286,1063,8,0,0,0,3
0,0.4454,54,0,0.157,2270,9,0,2,0,0
0,0.1411,35,0,0.7277,10068,10,0,1,0,1
0,0.2527,42,0,0.4563,1000,9,0,2,0,0
0,0.0826,39,0,0.385,12707,12,0,1,0,2
0,0.2316,45,3,0.2284,7457,4,0,0,0,0
0,0.313,72,0,0.6449,14086,16,0,0,0,0
0,0.3758,22,0,0.179,4192,3,0,0,0,0
0,0.3221,53,0,0.0486,1000,3,0,1,0,0
1,0.6151,25,3,0.5453,6934,11,2,0,2,0
0,0.424,39,0,0.0984,13625,3,0,0,0,0
0,0.2962,58,0,0.0165,10298,10,0,1,0,0
0,0.1603,45,0,0.0404,2892,8,0,0,0,3
0,0.0726,32,0,0.2818,5268,7,0,1,0,3
1,0.1447,36,0,0.2802,3209,12,0,1,0,0
0,0.3113,53,0,0.0904,2551,5,0,2,0,0
0,0.5898,36,0,0.3897,10554,7,0,0,0,0
0,0.2351,47,0,0.4457,1885,7,1,0,1,0
0,0.2456,45,0,0.7596,2404,12,0,1,0,0
0,0.3239,37,3,0.2638,2032,8,0,1,1,2
0,0.2757,70,0,0.4535,1491,17,0,1,0,2
0,0.5219,52,0,0.4196,5525,9,0,0,0,2
0,0.0635,21,0,0.0894,12446,9,0,1,0,2
0,0.0536,47,5,0.1114,4239,9,0,2,2,2
0,0.0293,37,0,0.1953,1473,7,0,1,0,0
0,0.1579,55,0,0.0058,9623,5,0,2,0,1
0,0.1432,35,0,0.1059,18931,6,0,0,0,0
0,0.1184,43,0,0.1927,2930,8,0,1,0,0
0,0.0504,51,0,0.0343,3351,11,0,2,0,0
0,0.4894,55,0,0.0405,7424,7,0,1,0,3
0,0.3321,30,1,0.1867,17988,14,0,2,0,2
0,0.3281,40,1,0.3939,3242,10,0,2,0,0
0,0.0852,39,0,0.5383,1692,9,0,0,0,0
0,0.0107,37,0,0.2371,8144,9,0,1,0,1
0,0.2186,66,0,0.1932,9313,10,0,1,0,1
0,0.5186,49,2,0.1455,4938,6,1,2,1,0
1,0.2559,29,0,0.0643,3144,9,0,3,0,2
0,0.7742,56,0,0.0475,10888,10,0,0,0,0
0,0.2014,70,0,0.4709,7498,3,0,1,0,2
1,0.4437,57,0,0.1877,2657,12,0,1,0,0
0,0.3425,26,2,0.4687,5111,8,1,0,1,0
1,0.1765,39,1,0.3653,1666,9,0,2,0,0
0,0.1603,60,0,0.0647,8507,12,0,0,0,2
0,0.1185,36,0,0.2142,3984,12,0,1,0,0
0,0.4412,50,0,0.1761,3468,4,0,0,0,2
0,0.3837,54,0,0.1654,4787,5,0,3,0,0
0,0.1069,33,2,0.2346,5075,5,1,0,1,1
1,0.5028,44,0,1.2066,10056,8,0,0,0,1
0,0.2975,21,0,0.5028,7886,12,0,0,0,0
0,0.0799,32,0,0.7021,4336,4,0,0,0,2
0,0.2934,41,0,0.009,9053,7,0,1,0,0
0,0.2186,30,0,0.0454,6772,6,0,1,0,0
0,0.2296,64,3,0.0266,3493,9,0,1,0,2
0,0.3173,27,0,0.0916,4448,5,0,0,0,0
0,0.4794,39,0,0.175,4365,11,0,0,0,1
0,0.1527,46,3,0.3082,7362,6,1,1,1,0
0,0.0897,62,0,0.2084,3664,11,0,1,0,1
0,0.1675,27,0,0.7005,3596,3,0,0,0,2
0,0.2832,58,0,0.8433,23742,6,0,1,0,1
0,0.3297,45,0,0.0536,10423,7,0,0,0,3
0,0.187,33,0,0.575,2674,7,0,2,0,0
0,0.0411,50,0,0.1972,7760,9,0,2,0,0
0,0.0908,47,0,0.1812,5402,8,0,0,0,1
0,0.4886,37,0,0.4611,6722,10,0,1,0,0
0,0.3337,45,0,0.0293,5485,4,0,2,0,0
0,0.119,40,1,0.6424,12729,5,0,1,0,2
0,0.2932,46,0,0.3334,6480,4,0,2,0,1
0,0.6024,52,0,0.6245,4676,4,0,0,0,0
0,0.2746,64,0,1.5597,11313,7,0,0,0,1
0,0.344,30,0,0.2189,5923,6,0,0,0,3
0,0.3611,70,1,0.0294,5416,7,1,1,1,0
0,0.2549,21,0,0.0546,6318,8,0,0,0,0
0,0.3106,43,0,0.1173,4560,12,0,0,0,4
0,0.2881,52,0,0.0328,4951,9,1,1,1,0
0,0.1689,48,0,0.5068,3073,2,0,0,0,1
0,0.1682,37,0,0.1057,2694,6,0,1,0,0
1,0.3901,42,0,1.1175,2210,10,0,0,0,1
0,0.5178,39,0,0.3638,1613,12,0,0,1,1
0,0.1244,37,0,0.0571,2431,4,0,1,0,1
0,0.3474,55,0,0.1939,4275,6,0,1,0,2
0,0.455,49,0,0.1887,5337,10,0,2,0,0
0,0.2136,36,0,0.2035,3955,9,0,1,0,0
0,0.1392,55,0,0.2302,1000,5,0,0,0,0
0,0.2618,48,0,0.0095,17320,9,0,0,0,2
0,0.3764,54,0,0.3478,11721,8,0,1,0,3
0,0.0312,52,0,0.2004,7020,10,0,1,0,0
0,0.1224,35,1,0.4696,22606,3,0,2,0,0
0,0.1584,38,0,0.5068,2248,7,0,2,0,0
0,0.0168,53,0,0.0786,22250,7,0,0,0,1
0,0.1785,52,0,0.0149,2270,7,0,1,0,3
0,0.2034,44,0,0.3644,5949,14,0,2,0,0
0,0.4187,46,1,1.1418,1773,7,0,0,0,0
0,0.463,60,0,0.1775,4972,7,0,0,0,3
0,0.2228,37,0,0.0902,6693,8,0,0,0,1
0,0.1877,51,0,0.0511,4342,5,0,1,0,0
0,0.0172,42,0,0.1017,8700,7,0,1,0,0
1,0.4197,42,0,0.1192,5319,12,0,2,0,1
0,0.074,58,0,0.1654,3235,4,0,1,0,0
0,0.1341,54,0,0.3196,3122,4,0,0,0,2
0,0.337,54,0,0.0957,9402,10,0,2,0,1
0,0.3594,60,0,0.0157,2913,5,0,1,0,1
0,0.1364,45,0,0.1402,10222,5,0,1,0,1
1,0.3638,53,0,0.5806,13071,9,1,0,1,0
0,0.546,41,0,0.207,1293,10,0,2,0,2
0,0.3731,48,0,1.0039,12165,8,0,0,0,0
0,0.2429,43,0,0.2101,25548,9,0,1,0,1
0,0.2353,46,0,0.0968,6012,8,0,2,0,1
0,0.3469,52,0,0.0644,7936,5,0,0,0,0
0,0.1152,35,0,0.3558,11266,6,0,2,0,0
0,0.0586,70,0,0.2306,3942,18,0,1,0,0
0,0.3439,32,0,0.2779,5686,9,0,1,0,1
0,0.3835,30,0,0.4221,1717,7,0,0,0,1
0,0.5075,58,0,0.3883,5491,6,0,3,0,2
0,0.3602,54,0,0.0133,7320,10,0,2,0,0
0,0.2436,52,0,0.4867,7427,11,0,3,0,2
0,0.292,52,0,0.2282,11525,4,1,0,0,2
0,0.1916,44,0,0.1491,2644,8,0,2,0,2
0,0.5009,34,0,0.2313,3209,14,0,1,0,2
0,0.1013,45,0,0.2844,22390,9,0,2,0,0
0,0.6039,36,0,0.0486,4357,6,0,1,0,0
1,0.3132,56,0,0.1621,5767,4,0,1,0,1
0,0.0222,43,1,0.1227,4658,8,1,1,1,2
0,0.203,35,0,0.1294,2546,6,0,0,0,2
0,0.4291,41,0,0.0287,18012,8,0,1,0,0
0,0.3266,49,0,0.0523,3222,3,0,1,0,2
0,0.2339,38,1,0.053,1994,3,0,1,0,0
0,0.2177,35,0,0.1402,3426,5,0,0,0,0
0,0.1037,47,0,0.6747,1000,10,0,0,0,0
0,0.3723,47,0,0.0692,2918,5,0,0,0,3
0,0.0702,38,0,0.1615,2265,6,0,4,0,0
0,0.2208,39,0,0.112,8054,13,0,0,0,0
0,0.0936,47,0,0.4645,2867,4,0,1,0,0
0,0.252,27,0,0.0154,9999,8,0,1,0,0
0,0.4779,28,0,0.0656,15044,11,0,1,0,2
0,0.6109,36,1,0.071,9181,13,1,1,1,1
0,0.146,42,0,1.487,4136,12,0,1,0,0
0,0.1006,48,1,0.2537,5502,14,0,1,0,0
0,0.2737,62,0,0.0449,1451,8,1,2,0,0
0,0.1685,55,0,0.0953,4415,6,0,1,0,1
0,0.085,43,0,0.0551,2469,9,0,3,0,1
0,0.2374,44,0,0.0399,8565,8,0,1,0,1
0,0.2495,32,0,0.4786,38491,9,0,1,0,0
0,0.0572,44,0,0.2054,7330,3,0,2,0,0
0,0.144,41,0,0.2993,1000,10,0,1,0,0
0,0.1113,48,0,0.1207,3681,4,0,0,0,0
0,0.2157,35,2,0.242,5420,7,0,1,0,1
0,0.0773,51,0,0.0893,5270,8,0,0,0,1
0,0.1467,63,1,0.1105,2739,2,0,0,0,1
0,0.082,43,0,0.3169,5980,5,0,0,0,1
0,0.1983,49,0,0.0489,1818,11,0,1,0,0
0,0.1925,53,0,0.2881,2307,7,0,0,0,1
0,0.2389,40,3,0.5736,8239,6,0,1,2,0
0,0.3863,47,2,0.0385,2180,5,1,2,1,1
0,0.2077,45,3,0.6833,7559,7,2,1,2,1
0,0.2319,46,0,0.0248,1643,10,1,1,1,1
0,0.3722,35,0,0.1287,20168,14,0,0,0,0
0,0.5064,45,0,0.2829,2645,10,0,4,0,1
0,0.0434,50,0,0.2459,4109,9,0,1,0,2
0,0.3144,62,0,0.0304,6402,8,0,2,0,0
0,0.0574,56,0,0.4812,3126,8,0,1,0,0
0,0.6244,70,1,1.0853,5512,10,0,2,1,1
1,0.2242,35,2,0.06,7787,8,0,1,2,1
0,0.619,55,0,0.6765,10598,6,0,0,0,1
0,0.1803,47,1,0.2441,9257,11,0,0,0,1
0,0.0864,71,0,0.8244,4283,14,0,0,0,1
0,0.319,35,0,0.0581,4370,8,0,0,0,0
1,0.1484,34,2,0.4711,32185,10,1,0,1,0
0,0.5898,37,1,0.0185,10508,10,0,1,0,0
0,0.4459,21,0,0.6442,2350,10,0,1,0,0
0,0.2441,38,1,0.3364,5324,13,0,3,0,2
0,0.2506,35,0,0.1387,3758,9,0,1,1,1
0,0.5195,46,0,0.0634,4410,10,0,0,0,1
0,0.3123,49,0,0.5087,1837,9,0,0,0,1
0,0.4484,67,0,0.2773,3534,4,0,0,0,0
0,0.352,56,1,0.1341,20936,8,0,1,0,0
0,0.2371,38,0,0.176,7810,4,0,0,0,1
0,0.1453,34,0,0.5255,1000,10,0,0,0,1
0,0.4434,50,0,0.1242,13008,5,0,3,0,3
0,0.1643,29,1,0.0282,11751,4,1,3,1,0
0,0.0604,66,0,0.7267,3687,10,0,1,0,1
0,0.2698,59,0,0.147,8723,12,0,0,0,1
0,0.2955,39,0,0.1285,2471,6,0,1,0,2
0,0.1048,24,2,0.0686,3373,8,0,0,0,0
0,0.1774,61,0,0.6831,16298,6,0,0,0,1
0,0.3467,43,0,0.0736,3954,12,0,0,0,2
0,0.3226,59,0,0.3037,1101,4,0,3,0,0
0,0.512,25,0,0.638,4672,12,0,1,0,0
0,0.0783,37,0,0.0107,4615,4,0,2,0,1
0,0.0941,45,2,0.5295,12819,13,0,2,1,1
0,0.3065,45,1,0.1586,4971,4,1,0,1,1
0,0.2665,39,0,0.3219,3507,12,0,2,0,1
0,0.1825,52,2,0.1398,11339,3,1,2,2,1
0,0.5041,32,2,0.3567,5413,8,0,1,1,0
0,0.2003,43,0,0.088,2697,10,0,0,0,1
0,0.4924,46,0,0.0067,12381,10,0,2,0,2
0,0.118,51,0,0.8857,5738,11,0,2,0,2
0,0.2349,53,0,0.005,4926,6,0,2,0,1
0,0.464,31,0,0.5214,5666,7,0,3,0,1
0,0.2705,26,0,0.0556,2086,8,0,0,0,1
0,0.2076,60,0,0.1494,3222,6,0,0,0,2
0,0.2404,48,0,0.5186,4928,6,0,2,0,4
0,0.2597,36,0,0.0692,4206,11,0,1,0,0
0,0.1415,63,0,0.6023,13601,9,0,0,0,2
0,0.3817,46,0,0.2066,5848,9,0,3,0,1
0,0.1814,59,0,0.1368,9739,5,0,3,0,0
0,0.3082,45,0,0.3258,4951,6,0,1,0,1
0,0.3262,69,0,0.1253,11441,7,0,1,0,2
0,0.1957,66,1,0.128,6754,11,0,1,0,0
0,0.0858,42,0,0.3967,4967,6,0,1,0,1
0,0.1365,56,0,0.1112,4862,6,0,0,0,0
1,0.1057,52,0,0.0672,2290,12,0,0,0,0
0,0.1797,61,0,0.4945,7372,3,0,2,0,1
0,0.1639,33,0,0.491,4759,7,0,2,0,1
0,0.3886,53,0,0.2065,3289,7,0,1,0,1
0,0.5048,57,0,0.2244,11910,8,0,0,0,0
0,0.2575,23,0,0.3573,1807,7,0,0,0,1
0,0.5756,30,0,0.2136,3505,7,0,0,0,0
0,0.2185,21,0,0.1619,11183,5,0,0,0,1
0,0.5233,41,0,1.5832,6325,8,0,1,0,2
0,0.4349,53,0,0.0479,4730,8,0,1,0,1
0,0.2422,63,0,0.2695,6007,8,0,2,0,1
0,0.186,45,0,0.6511,5673,7,0,2,0,0
0,0.5637,64,0,0.3487,1460,6,0,1,0,0
0,0.1276,28,0,0.6384,3716,9,0,0,0,0
0,0.115,24,3,0.123,17911,6,0,2,1,0
0,0.1743,44,0,0.0952,2900,8,1,1,1,0
0,0.3161,49,0,0.5717,3809,11,0,0,0,1
0,0.1572,44,0,0.1503,3186,7,0,0,0,0
0,0.4502,21,1,0.371,4584,10,0,2,0,0
0,0.0728,43,0,0.048,3082,12,0,2,0,1
0,0.2209,29,0,0.423,7254,8,0,3,0,0
0,0.0715,53,0,0.2389,5755,12,0,2,0,0
0,0.4167,49,0,0.0938,9125,12,0,1,0,0
0,0.5142,33,0,0.2047,2120,11,0,0,0,3
0,0.1804,38,0,0.3582,3743,9,0,0,0,1
0,0.1579,32,0,0.0036,4102,8,0,2,0,2
0,0.3499,44,0,0.3044,7076,6,0,3,0,0
1,0.2045,56,0,0.234,2605,3,0,1,0,2
0,0.081,33,0,0.0746,10224,3,0,3,0,0
0,0.2966,51,0,0.4195,12697,6,0,0,0,0
0,0.0227,38,0,0.1085,2228,2,0,0,0,0
0,0.094,35,0,0.0972,3318,3,0,1,0,0
0,0.5694,43,0,0.1912,3211,14,0,0,0,1
1,0.3233,32,1,0.3382,40372,7,1,2,1,2
0,0.525,38,0,0.7929,3484,9,0,1,1,3
0,0.3276,30,0,0.0457,18809,7,0,0,0,1
0,0.5676,68,0,0.1515,1784,6,0,3,0,1
0,0.523,45,0,0.0208,2226,11,1,0,0,0
0,0.1205,36,0,0.4263,2837,4,0,0,0,1
0,0.1921,47,0,0.1781,2498,8,0,1,0,0
0,0.0463,43,0,0.3682,3966,5,0,1,0,0
0,0.1595,42,0,0.1167,2787,12,0,0,0,1
0,0.4091,52,0,0.558,2551,9,0,3,0,1
0,0.283,54,0,0.2296,12416,1,0,1,0,0
0,0.329,38,0,0.8626,13082,6,0,1,0,0
0,0.2029,38,0,0.0246,10503,12,0,1,0,0
0,0.3522,41,0,0.2166,7474,8,0,0,0,1
0,0.2127,21,0,0.4363,5293,10,1,1,0,2
0,0.3804,26,0,0.275,3302,9,0,2,0,1
0,0.501,61,0,0.007,2292,12,0,0,0,1
0,0.7357,64,0,1.0763,6570,12,0,0,0,1
0,0.2114,42,0,0.1063,1921,10,0,1,0,0
0,0.3535,51,0,0.086,2219,5,0,1,0,1
0,0.0808,48,0,0.1995,12361,7,0,1,0,0
0,0.3947,80,0,0.2344,22483,11,0,2,0,1
0,0.2558,58,0,0.4361,6732,7,0,0,0,0
